,utterance,filtered_tokens,normalized_tokens,label_predictions
382,"question: Put 104, -1, -5, 44, 5, 4, 6, 3, 1 in decreasing order. answer: 104, 44, 6, 5, 4, 3, 1, -1, -5","['question', ':', 'put', '104', ',', '-1', ',', '-5', ',', '44', ',', '5', ',', '4', ',', '6', ',', '3', ',', '1', 'in', 'decreasing', 'order.', 'answer', ':', '104', ',', '44', ',', '6', ',', '5', ',', '4', ',', '3', ',', '1', ',', '-1', ',', '-5']","['question', ':', ' ', 'put', ' ', '104', ',', ' ', '-1', ',', ' ', '-5', ',', ' ', '44', ',', ' ', '5', ',', ' ', '4', ',', ' ', '6', ',', ' ', '3', ',', ' ', '1', ' ', 'in', ' ', 'decreasing', ' ', 'order.', ' ', 'answer', ':', ' ', '104', ',', ' ', '44', ',', ' ', '6', ',', ' ', '5', ',', ' ', '4', ',', ' ', '3', ',', ' ', '1', ',', ' ', '-1', ',', ' ', '-5']","[('question', 'None'), (':', 'None'), ('put', 'None'), ('104', 'cardinal'), (',', 'None'), ('-1', 'cardinal'), (',', 'None'), ('-5', 'cardinal'), (',', 'None'), ('44', 'cardinal'), (',', 'None'), ('5', 'cardinal'), (',', 'None'), ('4', 'cardinal'), (',', 'None'), ('6', 'cardinal'), (',', 'None'), ('3', 'cardinal'), (',', 'None'), ('1', 'cardinal'), ('in', 'None'), ('decreasing', 'None'), ('order.', 'None'), ('answer', 'None'), (':', 'None'), ('104', 'cardinal'), (',', 'None'), ('44', 'cardinal'), (',', 'None'), ('6', 'cardinal'), (',', 'None'), '5,cardinal', (',', 'None'), ('4', 'cardinal'), (',', 'None'), ('3', 'cardinal'), (',', 'None'), ('1', 'cardinal'), (',', 'None'), ('-1', 'cardinal'), (',', 'None'), ('-5,', 'cardinal')]"
383,"question: Sort 3, -10, 5, 0, 1, -40, 8, 9, 7 in decreasing order. answer: 9, 8, 7, 5, 3, 1, 0, -10, -40","['question', ':', 'sort', '3', ',', '-10', ',', '5', ',', '0', ',', '1', ',', '-40', ',', '8', ',', '9', ',', '7', 'in', 'decreasing', 'order.', 'answer', ':', '9', ',', '8', ',', '7', ',', '5', ',', '3', ',', '1', ',', '0', ',', '-10', ',', '-40']","['question', ':', ' ', 'sort', ' ', '3', ',', ' ', '-10', ',', ' ', '5', ',', ' ', '0', ',', ' ', '1', ',', ' ', '-40', ',', ' ', '8', ',', ' ', '9', ',', ' ', '7', ' ', 'in', ' ', 'decreasing', ' ', 'order.', ' ', 'answer', ':', ' ', '9', ',', ' ', '8', ',', ' ', '7', ',', ' ', '5', ',', ' ', '3', ',', ' ', '1', ',', ' ', '0', ',', ' ', '-10', ',', ' ', '-40']","[('question', 'None'), (':', 'None'), ('sort', 'None'), ('3', 'cardinal'), (',', 'None'), ('-10', 'cardinal'), (',', 'None'), ('5', 'cardinal'), (',', 'None'), ('0', 'cardinal'), (',', 'None'), ('1', 'cardinal'), (',', 'None'), ('-40', 'cardinal'), (',', 'None'), ('8', 'cardinal'), (',', 'None'), ('9', 'cardinal'), (',', 'None'), ('7', 'cardinal'), ('in', 'None'), ('decreasing', 'None'), ('order.', 'None'), ('answer', 'None'), (':', 'None'), ('9', 'cardinal'), (',', 'None'), ('8', 'cardinal'), (',', 'None'), ('7', 'cardinal'), (',', 'None'), ('5', 'cardinal'), (',', 'None'), ('3', 'cardinal'), (',', 'None'), ('1', 'cardinal'), (',', 'None'), ('0', 'cardinal'), (',', 'None'), ('-10', 'cardinal'), (',', 'None'), ('-40', 'cardinal')]"
384,"question: Sort -3, 648, 4, 9, 43, 2, 1, 5, -5 in increasing order. answer: -5, -3, 1, 2, 4, 5, 9, 43, 648","['question', ':', 'sort', '-3', ',', '648', ',', '4', ',', '9', ',', '43', ',', '2', ',', '1', ',', '5', ',', '-5', 'in', 'increasing', 'order.', 'answer', ':', '-5', ',', '-3', ',', '1', ',', '2', ',', '4', ',', '5', ',', '9', ',', '43', ',', '648']","['question', ':', ' ', 'sort', ' ', '-3', ',', ' ', '648', ',', ' ', '4', ',', ' ', '9', ',', ' ', '43', ',', ' ', '2', ',', ' ', '1', ',', ' ', '5', ',', ' ', '-5', ' ', 'in', ' ', 'increasing', ' ', 'order.', ' ', 'answer', ':', ' ', '-5', ',', ' ', '-3', ',', ' ', '1', ',', ' ', '2', ',', ' ', '4', ',', ' ', '5', ',', ' ', '9', ',', ' ', '43', ',', ' ', '648']","['question', 'None', (':', 'None'), ('-3', 'cardinal'), (',', 'None'), ('648', 'number_digit'), (',', 'None'), ('4', 'cardinal'), (',', 'None'), ('9', 'cardinal'), (',', 'None'), ('43', 'number_digit'), (',', 'None'), ('2', 'cardinal'), (',', 'None'), ('1', 'cardinal'), (',', 'None'), ('5', 'cardinal'), (',', 'None'), ('-5', 'cardinal'), ('in', 'None'), ('increasing', 'None'), ('order.', 'None'), ('answer', 'None'), (':', 'None'), ('-5', 'cardinal'), (',', 'None'), ('-3', 'cardinal'), (',', 'None'), ('1', 'cardinal'), (',', 'None'), ('2', 'cardinal'), (',', 'None'), ('4', 'cardinal'), (',', 'None'), ('5', 'cardinal'), (',', 'None'), ('9', 'cardinal'), (',', 'None'), ('43', 'number_digit'), (',', 'None'), ('648', 'number_digit')]"
385,"question: Sort 6, 3, -8, -1, 4, 10, 42, 34, 0 in descending order. answer: 42, 34, 10, 6, 4, 3, 0, -1, -8","['question', ':', 'sort', '6', ',', '3', ',', '-8', ',', '-1', ',', '4', ',', '10', ',', '42', ',', '34', ',', '0', 'in', 'descending', 'order.', 'answer', ':', '42', ',', '34', ',', '10', ',', '6', ',', '4', ',', '3', ',', '0', ',', '-1', ',', '-8']","['question', ':', ' ', 'sort', ' ', '6', ',', ' ', '3', ',', ' ', '-8', ',', ' ', '-1', ',', ' ', '4', ',', ' ', '10', ',', ' ', '42', ',', ' ', '34', ',', ' ', '0', ' ', 'in', ' ', 'descending', ' ', 'order.', ' ', 'answer', ':', ' ', '42', ',', ' ', '34', ',', ' ', '10', ',', ' ', '6', ',', ' ', '4', ',', ' ', '3', ',', ' ', '0', ',', ' ', '-1', ',', ' ', '-8']","[('question', 'None'), (':', 'None'), ('sort', 'None'), ('6', 'cardinal'), (',', 'None'), ('3', 'cardinal'), (',', 'None'), ('-8', 'cardinal'), (',', 'None'), ('-1', 'cardinal'), (',', 'None'), ('4', 'cardinal'), (',', 'None'), ('10', 'cardinal'), (',', 'None'), ('42', 'cardinal'), (',', 'None'), ('34', 'cardinal'), (',', 'None'), ('0', 'cardinal'), ('in', 'None'), ('descending', 'None'), ('order.', 'None'), ('answer', 'None'), (':', 'None'), ('42', 'cardinal'), (',', 'None'), ('34', 'cardinal'), (',', 'None'), ('10', 'cardinal'), (',', 'None'), ('6', 'cardinal'), (',', 'None'), ('4', 'cardinal'), (',', 'None'), ('3', 'cardinal'), (',', 'None'), ('0', 'cardinal'), (',', 'None'), ('-1', 'cardinal'), (',', 'None'), ('-8', 'cardinal')]"
386,"question: Put 2, 92, 10, 3, 0, -1, 26, 4, 5 in ascending order. answer: -1, 0, 2, 3, 4, 5, 10, 26, 92","['question', ':', 'put', '2', ',', '92', ',', '10', ',', '3', ',', '0', ',', '-1', ',', '26', ',', '4', ',', '5', 'in', 'ascending', 'order.', 'answer', ':', '-1', ',', '0', ',', '2', ',', '3', ',', '4', ',', '5', ',', '10', ',', '26', ',', '92']","['question', ':', ' ', 'put', ' ', '2', ',', ' ', '92', ',', ' ', '10', ',', ' ', '3', ',', ' ', '0', ',', ' ', '-1', ',', ' ', '26', ',', ' ', '4', ',', ' ', '5', ' ', 'in', ' ', 'ascending', ' ', 'order.', ' ', 'answer', ':', ' ', '-1', ',', ' ', '0', ',', ' ', '2', ',', ' ', '3', ',', ' ', '4', ',', ' ', '5', ',', ' ', '10', ',', ' ', '26', ',', ' ', '92']","[('question', 'None'), (':', 'None'), ('put', 'None'), ('2', 'cardinal'), (',', 'None'), ('92', 'cardinal'), (',', 'None'), ('10', 'cardinal'), (',', 'None'), ('3', 'cardinal'), (',', 'None'), ('0', 'cardinal'), (',', 'None'), ('-1', 'cardinal'), (',', 'None'), ('26', 'cardinal'), (',', 'None'), ('4', 'cardinal'), (',', 'None'), ('5', 'cardinal'), ('in', 'None'), ('ascending', 'None'), ('order.', 'None'), ('answer', 'None'), (':', 'None'), ('-1', 'cardinal'), (',', 'None'), ('0', 'cardinal'), (',', 'None'), ('2', 'cardinal'), (',', 'None'), ('3', 'cardinal'), (',', 'None'), ('4', 'cardinal'), (',', 'None'), ('5', 'cardinal'), (',', 'None'), ('10', 'cardinal'), (',', 'None'), ('26', 'cardinal'), (',', 'None'), ('92', 'cardinal')]"
387,"question: Sort -3, 0, 1, 5, 3, 74, 40, 7, -11 in decreasing order. answer: 74, 40, 7, 5, 3, 1, 0, -3, -11","['question', ':', 'sort', '-3', ',', '0', ',', '1', ',', '5', ',', '3', ',', '74', ',', '40', ',', '7', ',', '-11', 'in', 'decreasing', 'order.', 'answer', ':', '74', ',', '40', ',', '7', ',', '5', ',', '3', ',', '1', ',', '0', ',', '-3', ',', '-11']","['question', ':', ' ', 'sort', ' ', '-3', ',', ' ', '0', ',', ' ', '1', ',', ' ', '5', ',', ' ', '3', ',', ' ', '74', ',', ' ', '40', ',', ' ', '7', ',', ' ', '-11', ' ', 'in', ' ', 'decreasing', ' ', 'order.', ' ', 'answer', ':', ' ', '74', ',', ' ', '40', ',', ' ', '7', ',', ' ', '5', ',', ' ', '3', ',', ' ', '1', ',', ' ', '0', ',', ' ', '-3', ',', ' ', '-11']","[('question', 'None'), (':', 'None'), ('sort', 'None'), ('-3', 'cardinal'), (',', 'None'), ('0', 'cardinal'), (',', 'None'), ('1', 'cardinal'), (',', 'None'), ('5', 'cardinal'), (',', 'None'), ('3', 'cardinal'), (',', 'None'), ('74', 'cardinal'), (',', 'None'), ('40', 'cardinal'), (',', 'None'), ('7', 'cardinal'), (',', 'None'), ('-11', 'cardinal'), ('in', 'None'), ('decreasing', 'None'), ('order.', 'None'), ('answer', 'None'), (':', 'None'), ('74', 'cardinal'), (',', 'None'), ('40', 'cardinal'), (',', 'None'), ('7', 'cardinal'), (',', 'None'), ('5', 'cardinal'), (',', 'None'), ('3', 'cardinal'), (',', 'None'), ('1', 'cardinal'), (',', 'None'), ('0', 'cardinal'), (',', 'None'), ('-3', 'cardinal'), (',', 'None'), ('-11', 'cardinal')]"
388,"question: Put -9, 4, 6, 61, 3, 0, 16, -30, 1 in decreasing order. answer: 61, 16, 6, 4, 3, 1, 0, -9, -30","['question', ':', 'put', '-9', ',', '4', ',', '6', ',', '61', ',', '3', ',', '0', ',', '16', ',', '-30', ',', '1', 'in', 'decreasing', 'order.', 'answer', ':', '61', ',', '16', ',', '6', ',', '4', ',', '3', ',', '1', ',', '0', ',', '-9', ',', '-30']","['question', ':', ' ', 'put', ' ', '-9', ',', ' ', '4', ',', ' ', '6', ',', ' ', '61', ',', ' ', '3', ',', ' ', '0', ',', ' ', '16', ',', ' ', '-30', ',', ' ', '1', ' ', 'in', ' ', 'decreasing', ' ', 'order.', ' ', 'answer', ':', ' ', '61', ',', ' ', '16', ',', ' ', '6', ',', ' ', '4', ',', ' ', '3', ',', ' ', '1', ',', ' ', '0', ',', ' ', '-9', ',', ' ', '-30']","[('question', 'None'), (':', 'None'), ('put', 'None'), ('-9', 'cardinal'), (',', 'None'), ('4', 'cardinal'), (',', 'None'), ('6', 'cardinal'), (',', 'None'), ('61', 'cardinal'), (',', 'None'), ('3', 'cardinal'), (',', 'None'), ('0', 'cardinal'), (',', 'None'), ('16', 'cardinal'), (',', 'None'), ('-30', 'cardinal'), (',', 'None'), ('1', 'cardinal'), ('in', 'None'), ('decreasing', 'None'), ('order.', 'None'), ('answer', 'None'), (':', 'None'), ('61', 'cardinal'), (',', 'None'), ('16', 'cardinal'), (',', 'None'), ('6', 'cardinal'), (',', 'None'), ('4', 'cardinal'), (',', 'None'), ('3', 'cardinal'), (',', 'None'), ('1', 'cardinal'), (',', 'None'), ('0', 'cardinal'), (',', 'None'), ('-9', 'cardinal'), (',', 'None'), ('-30', 'cardinal')]"
389,question: Calculate -2132.619116 + 26.77982. answer: -2105.839296,"['question', ':', 'calculate', '-2132.619116', '+', '26.77982.', 'answer', ':', '-2105.839296']","['question', ':', ' ', 'calculate', ' ', '-2132.619116', ' ', '+', ' ', '26.77982.', ' ', 'answer', ':', ' ', '-2105.839296']","[('question', 'None'), (':', 'None'), ('calculate', 'None'), ('-2132.619116', 'cardinal'), ('+', 'None'), ('26.77982.', 'cardinal'), ('answer', 'None'), (':', 'None'), ('-2105.839296', 'cardinal')]"
390,question: What is -9654688.75949606 minus -4? answer: -9654684.75949606,"['question', ':', 'what', 'is', '-9654688.75949606', 'minus', '-4', '?', 'answer', ':', '-9654684.75949606']","['question', ':', ' ', 'what', ' ', 'is', ' ', '-9654688.75949606', ' ', 'minus', ' ', '-4', '?', ' ', 'answer', ':', ' ', '-9654684.75949606']","[('question', 'None'), (':', 'None'), ('what', 'None'), ('is', 'None'), ('-9654688.75949606', 'cardinal'), ('minus', 'None'), ('-4', 'cardinal'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('-9654684.75949606', 'cardinal')]"
391,question: What is 169249971063701 - -0.23? answer: 169249971063701.23,"['question', ':', 'what', 'is', '169249971063701', '-', '-0.23', '?', 'answer', ':', '169249971063701.23']","['question', ':', ' ', 'what', ' ', 'is', ' ', '169249971063701', ' ', '-', ' ', '-0.23', '?', ' ', 'answer', ':', ' ', '169249971063701.23']","[('question', 'None'), (':', 'None'), ('what', 'None'), ('is', 'None'), ('169249971063701', 'number_digit'), ('-', 'None'), ('-0.23', 'cardinal'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('169249971063701.23', 'cardinal')]"
392,question: 238804739693269 + -0.20809 answer: 238804739693268.79191,"['question', ':', '238804739693269', '+', '-0.20809', 'answer', ':', '238804739693268.79191']","['question', ':', ' ', '238804739693269', ' ', '+', ' ', '-0.20809', ' ', 'answer', ':', ' ', '238804739693268.79191']","[('question', 'None'), (':', 'None'), ('238804739693269', 'cardinal'), ('+', 'None'), ('-0.20809', 'cardinal'), ('answer', 'None'), (':', 'None'), ('238804739693268.79191', 'cardinal')]"
393,question: Calculate 13610 - -39634960.7688. answer: 39648570.7688,"['question', ':', 'calculate', '13610', '-', '-39634960.7688.', 'answer', ':', '39648570.7688']","['question', ':', ' ', 'calculate', ' ', '13610', ' ', '-', ' ', '-39634960.7688.', ' ', 'answer', ':', ' ', '39648570.7688']","[('question', 'None'), (':', 'None'), ('calculate', 'None'), ('13610', 'number_digit'), ('-', 'None'), ('-39634960.7688', 'cardinal'), ('.', 'None'), ('answer', 'None'), (':', 'None'), ('39648570.7688', 'cardinal')]"
394,question: What is 0.0106222 less than -44058956.652? answer: -44058956.6626222,"['question', ':', 'what', 'is', '0.0106222', 'less', 'than', '-44058956.652', '?', 'answer', ':', '-44058956.6626222']","['question', ':', ' ', 'what', ' ', 'is', ' ', '0.0106222', ' ', 'less', ' ', 'than', ' ', '-44058956.652', '?', ' ', 'answer', ':', ' ', '-44058956.6626222']","[('question', 'None'), (':', 'None'), ('what', 'None'), ('is', 'None'), ('0.0106222', 'cardinal'), ('less', 'None'), ('than', 'None'), ('-44058956.652', 'cardinal'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('-44058956.6626222', 'cardinal')]"
395,question: What is -9.5153398 + -7139050805? answer: -7139050814.5153398,"['question', ':', 'what', 'is', '-9.5153398', '+', '-7139050805', '?', 'answer', ':', '-7139050814.5153398']","['question', ':', ' ', 'what', ' ', 'is', ' ', '-9.5153398', ' ', '+', ' ', '-7139050805', '?', ' ', 'answer', ':', ' ', '-7139050814.5153398']","[('question', 'None'), (':', 'None'), ('what', 'None'), ('is', 'None'), ('-9.5153398', 'cardinal'), ('+', 'None'), ('7139050805', 'number_digit'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('-7139050814.5153398', 'cardinal')]"
396,question: What is -1871 take away 0.662145011216? answer: -1871.662145011216,"['question', ':', 'what', 'is', '-1871', 'take', 'away', '0.662145011216', '?', 'answer', ':', '-1871.662145011216']","['question', ':', ' ', 'what', ' ', 'is', ' ', '-1871', ' ', 'take', ' ', 'away', ' ', '0.662145011216', '?', ' ', 'answer', ':', ' ', '-1871.662145011216']","[('question', 'None'), (':', 'None'), ('what', 'None'), ('is', 'None'), ('-1871', 'cardinal'), ('take', 'None'), ('away', 'None'), ('0.662145011216', 'cardinal'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('-1871.662145011216', 'cardinal')]"
397,question: Evaluate -2 - -161 - (-8 + 5 + -27 + 18 + -7 + 16) - (0 - 1 - -7). answer: 156,"['question', ':', 'evaluate', '-2', '-', '-161', '-', '(-8', '+', '5', '+', '-27', '+', '18', '+', '-7', '+', '16)', '-', '(0', '-', '1', '-', '-7).', 'answer', ':', '156']","['question', ':', ' ', 'evaluate', ' ', '-2', ' ', '-', ' ', '-161', ' ', '-', ' ', '(-8', ' ', '+', ' ', '5', ' ', '+', ' ', '-27', ' ', '+', ' ', '18', ' ', '+', ' ', '-7', ' ', '+', ' ', '16)', ' ', '-', ' ', '(0', ' ', '-', ' ', '1', ' ', '-', ' ', '-7).', ' ', 'answer', ':', ' ', '156']","[('question', 'None'), (':', 'None'), ('evaluate', 'None'), ('-2', 'cardinal'), ('-', 'None'), ('-161', 'cardinal'), ('-', 'None'), ('(', 'None'), ('-8', 'cardinal'), ('+', 'None'), ('5', 'cardinal'), ('+', 'None'), ('-27', 'cardinal'), ('+', 'None'), ('18', 'cardinal'), ('+', 'None'), ('-7', 'cardinal'), ('+', 'None'), ('16', 'cardinal'), (')', 'None'), ('-', 'None'), ('(', 'None'), ('0', 'cardinal'), ('-', 'None'), ('1', 'cardinal'), ('-', 'None'), ('-7', 'cardinal'), (')', 'None'), ('.', 'None'), ('answer', 'None'), (':', 'None'), ('156', 'cardinal')]"
398,question: What is -10 + (-17 + 5 + 5 + 11 - -3) - ((1 - 1) + 2) - (125 + (50 - -16))? answer: -196,"['question', ':', 'what', 'is', '-10', '+', '(-17', '+', '5', '+', '5', '+', '11', '-', '-3)', '-', '((1', '-', '1)', '+', '2)', '-', '(125', '+', '(50', '-', '-16))', '?', 'answer', ':', '-196']","['question', ':', ' ', 'what', ' ', 'is', ' ', '-10', ' ', '+', ' ', '(-17', ' ', '+', ' ', '5', ' ', '+', ' ', '5', ' ', '+', ' ', '11', ' ', '-', ' ', '-3)', ' ', '-', ' ', '((1', ' ', '-', ' ', '1)', ' ', '+', ' ', '2)', ' ', '-', ' ', '(125', ' ', '+', ' ', '(50', ' ', '-', ' ', '-16))', '?', ' ', 'answer', ':', ' ', '-196']","[('question', 'None'), (':', 'None'), ('what', 'None'), ('is', 'None'), ('-10', 'cardinal'), ('+', 'None'), ('-17', 'cardinal'), ('+', 'None'), ('5', 'cardinal'), ('+', 'None'), ('5', 'cardinal'), ('+', 'None'), ('11', 'cardinal'), ('-', 'None'), ('-3', 'cardinal'), ('-', 'None'), ('(1', 'cardinal'), ('-', 'None'), ('1)', 'cardinal'), ('+', 'None'), ('2', 'cardinal'), ('-', 'None'), ('(125', 'cardinal'), ('+', 'None'), ('(50', 'cardinal'), ('-', 'None'), ('-16)', 'cardinal'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('-196', 'cardinal')]"
399,question: Calculate -12 + (536 + -541 + (9 - 1) - -27) - (0 - -9 - (3 + -3 + 1)). answer: 10,"['question', ':', 'calculate', '-12', '+', '(536', '+', '-541', '+', '(9', '-', '1)', '-', '-27)', '-', '(0', '-', '-9', '-', '(3', '+', '-3', '+', '1)).', 'answer', ':', '10']","['question', ':', ' ', 'calculate', ' ', '-12', ' ', '+', ' ', '(536', ' ', '+', ' ', '-541', ' ', '+', ' ', '(9', ' ', '-', ' ', '1)', ' ', '-', ' ', '-27)', ' ', '-', ' ', '(0', ' ', '-', ' ', '-9', ' ', '-', ' ', '(3', ' ', '+', ' ', '-3', ' ', '+', ' ', '1)).', ' ', 'answer', ':', ' ', '10']","[('question', 'None'), (':', 'None'), ('calculate', 'None'), ('-12', 'cardinal'), ('+', 'None'), ('536', 'cardinal'), ('+', 'None'), ('-541', 'cardinal'), ('+', 'None'), ('9', 'cardinal'), ('-', 'None'), ('1', 'cardinal'), ('-', 'None'), ('-27', 'cardinal'), ('-', 'None'), ('0', 'cardinal'), ('-', 'None'), ('-9', 'cardinal'), ('-', 'None'), ('3', 'cardinal'), ('+', 'None'), ('-3', 'cardinal'), ('+', 'None'), ('1', 'cardinal'), ('.', 'None'), ('answer', 'None'), (':', 'None'), ('10', 'cardinal')]"
400,question: Calculate 3 + (-9 - -10) + -1 + -125 + 1 + 1 + 32 + 61 + 47 + -140. answer: -120,"['question', ':', 'calculate', '3', '+', '(-9', '-', '-10)', '+', '-1', '+', '-125', '+', '1', '+', '1', '+', '32', '+', '61', '+', '47', '+', '-140.', 'answer', ':', '-120']","['question', ':', ' ', 'calculate', ' ', '3', ' ', '+', ' ', '(-9', ' ', '-', ' ', '-10)', ' ', '+', ' ', '-1', ' ', '+', ' ', '-125', ' ', '+', ' ', '1', ' ', '+', ' ', '1', ' ', '+', ' ', '32', ' ', '+', ' ', '61', ' ', '+', ' ', '47', ' ', '+', ' ', '-140.', ' ', 'answer', ':', ' ', '-120']","[('question', 'None'), (':', 'None'), ('calculate', 'None'), ('3', 'cardinal'), ('+', 'None'), ('(-9', 'cardinal'), ('-', 'None'), ('-10)', 'cardinal'), ('+', 'None'), ('-1', 'cardinal'), ('+', 'None'), ('-125', 'cardinal'), ('+', 'None'), ('1', 'cardinal'), ('+', 'None'), ('32', 'cardinal'), ('+', 'None'), ('61', 'cardinal'), ('+', 'None'), ('47', 'cardinal'), ('+', 'None'), ('-140.', 'cardinal'), ('answer', 'None'), (':', 'None'), ('-120', 'cardinal')]"
401,question: What is 7 + (-10 - -99) - (2 - ((-20 - (5 - 10)) + 3 + (5 - 0)) - 9)? answer: 96,"['question', ':', 'what', 'is', '7', '+', '(-10', '-', '-99)', '-', '(2', '-', '((-20', '-', '(5', '-', '10))', '+', '3', '+', '(5', '-', '0))', '-', '9)', '?', 'answer', ':', '96']","['question', ':', ' ', 'what', ' ', 'is', ' ', '7', ' ', '+', ' ', '(-10', ' ', '-', ' ', '-99)', ' ', '-', ' ', '(2', ' ', '-', ' ', '((-20', ' ', '-', ' ', '(5', ' ', '-', ' ', '10))', ' ', '+', ' ', '3', ' ', '+', ' ', '(5', ' ', '-', ' ', '0))', ' ', '-', ' ', '9)', '?', ' ', 'answer', ':', ' ', '96']","[('question', 'None'), (':', 'None'), ('what', 'None'), ('is', 'None'), ('7', 'cardinal'), ('+', 'None'), ('(-10', 'cardinal'), ('-', 'None'), ('-99', 'cardinal'), (')', 'None'), ('-', 'None'), ('(2', 'cardinal'), ('-', 'None'), ('((-20', 'cardinal'), ('-', 'None'), ('(5', 'cardinal'), ('-', 'None'), ('10', 'cardinal'), (')', 'None'), ('+', 'None'), ('3', 'cardinal'), ('+', 'None'), ('(5', 'cardinal'), ('-', 'None'), ('0', 'cardinal'), (')', 'None'), ('-', 'None'), ('9', 'cardinal'), (')', 'None'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('96', 'cardinal')]"
402,question: Calculate 0 - (0 + -1 - -3) - (1 + 274 + (3 - ((15 - -13) + -30 + -6))). answer: -288,"['question', ':', 'calculate', '0', '-', '(0', '+', '-1', '-', '-3)', '-', '(1', '+', '274', '+', '(3', '-', '((15', '-', '-13)', '+', '-30', '+', '-6))).', 'answer', ':', '-288']","['question', ':', ' ', 'calculate', ' ', '0', ' ', '-', ' ', '(0', ' ', '+', ' ', '-1', ' ', '-', ' ', '-3)', ' ', '-', ' ', '(1', ' ', '+', ' ', '274', ' ', '+', ' ', '(3', ' ', '-', ' ', '((15', ' ', '-', ' ', '-13)', ' ', '+', ' ', '-30', ' ', '+', ' ', '-6))).', ' ', 'answer', ':', ' ', '-288']","[('question', 'None'), (':', 'None'), ('calculate', 'None'), ('0', 'cardinal'), ('-', 'None'), ('(', 'None'), ('0', 'cardinal'), ('+', 'None'), ('-1', 'cardinal'), ('-', 'None'), ('-3', 'cardinal'), (')', 'None'), ('-', 'None'), ('(', 'None'), ('1', 'cardinal'), ('+', 'None'), ('274', 'cardinal'), ('+', 'None'), ('(', 'None'), ('3', 'cardinal'), ('-', 'None'), ('(', 'None'), ('(', 'None'), ('15', 'cardinal'), ('-', 'None'), ('-13', 'cardinal'), (')', 'None'), ('+', 'None'), ('-30', 'cardinal'), ('+', 'None'), ('-6', 'cardinal'), (')', 'None'), (')', 'None'), ('.', 'None'), ('answer', 'None'), (':', 'None'), ('-288', 'cardinal')]"
